No,year,month,day,hour,pm2.5,DEWP,TEMP,PRES,cbwd,Iws,Is,Ir
17545,2012,1,2,0,114,-10,-3,1030,SE,10.28,0,0
17546,2012,1,2,1,97,-10,-4,1030,SE,12.07,0,0
17548,2012,1,2,3,88,-10,-4,1029,SE,15.65,0,0
17549,2012,1,2,4,87,-9,-4,1029,SE,17.44,0,0
17550,2012,1,2,5,98,-9,-4,1028,SE,20.57,0,0
17552,2012,1,2,7,100,-10,-8,1029,cv,0.45,0,0
17553,2012,1,2,8,104,-11,-8,1029,cv,1.34,0,0
17554,2012,1,2,9,131,-9,-7,1029,SE,0.89,0,0
17556,2012,1,2,11,169,-8,-1,1028,cv,1.78,0,0
17558,2012,1,2,13,39,-17,1,1026,NW,8.94,0,0
17559,2012,1,2,14,12,-17,2,1026,NW,17.88,0,0
17561,2012,1,2,16,14,-19,1,1027,NW,40.24,0,0
17562,2012,1,2,17,13,-17,0,1028,NW,52.31,0,0
17563,2012,1,2,18,13,-17,-1,1029,NW,62.14,0,0
17564,2012,1,2,19,16,-18,-2,1030,NW,74.21,0,0
17567,2012,1,2,22,27,-19,-3,1032,NW,108.18,0,0
17568,2012,1,2,23,18,-19,-4,1032,NW,119.36,0,0
17569,2012,1,3,0,14,-19,-4,1032,NW,127.41,0,0
17571,2012,1,3,2,17,-19,-5,1032,NW,138.58,0,0
17574,2012,1,3,5,12,-19,-6,1032,NW,157.35,0,0
17577,2012,1,3,8,14,-19,-5,1033,NW,177.47,0,0
17579,2012,1,3,10,18,-19,-4,1033,NW,191.33,0,0
17581,2012,1,3,12,16,-19,-1,1031,NW,211.45,0,0
17583,2012,1,3,14,13,-21,-1,1030,NW,236.48,0,0
17584,2012,1,3,15,23,-20,-1,1030,NW,250.34,0,0
17585,2012,1,3,16,13,-20,-2,1032,NW,262.41,0,0
17588,2012,1,3,19,19,-20,-4,1034,NW,297.73,0,0
17589,2012,1,3,20,11,-20,-4,1034,NW,307.56,0,0
17591,2012,1,3,22,10,-20,-6,1035,NW,329.92,0,0
17592,2012,1,3,23,16,-20,-6,1035,NW,339.75,0,0
17594,2012,1,4,1,13,-20,-6,1036,NW,355.84,0,0
17595,2012,1,4,2,10,-21,-10,1036,NW,358.97,0,0
17596,2012,1,4,3,11,-20,-9,1036,NW,360.76,0,0
17597,2012,1,4,4,18,-20,-10,1036,NW,363.89,0,0
17598,2012,1,4,5,13,-20,-9,1036,cv,0.89,0,0
17599,2012,1,4,6,13,-19,-10,1036,NE,3.13,0,0
17600,2012,1,4,7,15,-19,-9,1036,SE,1.79,0,0
17601,2012,1,4,8,20,-18,-6,1037,NW,4.92,0,0
17603,2012,1,4,10,16,-19,-2,1037,NW,16.99,0,0
17604,2012,1,4,11,17,-19,-2,1036,NW,22.8,0,0
17605,2012,1,4,12,12,-21,0,1035,NW,28.61,0,0
17606,2012,1,4,13,25,-22,1,1033,NW,34.42,0,0
17607,2012,1,4,14,16,-22,1,1032,NW,40.23,0,0
17609,2012,1,4,16,21,-22,1,1032,NW,50.96,0,0
17610,2012,1,4,17,37,-20,0,1032,NW,55.88,0,0
17611,2012,1,4,18,42,-18,-1,1032,SE,4.02,0,0
17615,2012,1,4,22,86,-17,-8,1032,NE,0.89,0,0
17616,2012,1,4,23,87,-17,-9,1031,NE,1.78,0,0
17618,2012,1,5,1,89,-17,-11,1031,cv,1.78,0,0
17619,2012,1,5,2,91,-17,-11,1031,cv,2.67,0,0
17621,2012,1,5,4,150,-19,-14,1030,NW,3.13,0,0
17622,2012,1,5,5,143,-18,-14,1030,NW,4.92,0,0
17623,2012,1,5,6,130,-17,-12,1030,NW,6.71,0,0
17625,2012,1,5,8,96,-17,-12,1030,NW,10.29,0,0
17626,2012,1,5,9,72,-17,-6,1031,NW,13.42,0,0
17627,2012,1,5,10,60,-16,-4,1030,NW,16.55,0,0
17628,2012,1,5,11,70,-16,-1,1029,NW,18.34,0,0
17630,2012,1,5,13,69,-19,2,1027,cv,0.89,0,0
17631,2012,1,5,14,53,-19,3,1026,cv,1.78,0,0
17632,2012,1,5,15,53,-20,3,1026,cv,2.67,0,0
17633,2012,1,5,16,65,-19,1,1027,SE,0.89,0,0
17634,2012,1,5,17,86,-19,0,1027,SE,1.78,0,0
17636,2012,1,5,19,179,-16,-4,1028,cv,0.9,0,0
17639,2012,1,5,22,189,-16,-7,1030,cv,0.89,0,0
17641,2012,1,6,0,189,-17,-9,1031,NW,4.92,0,0
17643,2012,1,6,2,161,-16,-8,1033,cv,1.78,0,0
17650,2012,1,6,9,194,-11,-7,1039,SE,1.79,0,0
17651,2012,1,6,10,183,-13,-3,1039,SE,4.92,0,0
17653,2012,1,6,12,87,-14,-3,1038,SE,11.18,0,0
17655,2012,1,6,14,91,-14,-2,1037,SE,14.76,0,0
17657,2012,1,6,16,54,-11,-3,1038,SE,19.68,0,0
17658,2012,1,6,17,62,-12,-3,1038,SE,21.47,0,0
17662,2012,1,6,21,51,-12,-4,1040,SE,30.86,0,0
17663,2012,1,6,22,52,-12,-4,1040,SE,32.65,0,0
17664,2012,1,6,23,45,-11,-4,1040,SE,34.44,0,0
17667,2012,1,7,2,47,-10,-4,1040,SE,39.81,3,0
17668,2012,1,7,3,40,-10,-4,1040,SE,42.94,4,0
17669,2012,1,7,4,46,-10,-4,1039,SE,44.73,5,0
17670,2012,1,7,5,51,-10,-5,1039,SE,46.52,6,0
17671,2012,1,7,6,49,-9,-5,1039,SE,48.31,7,0
17673,2012,1,7,8,69,-8,-5,1039,SE,53.23,9,0
17674,2012,1,7,9,66,-7,-6,1040,SE,55.02,10,0
17675,2012,1,7,10,68,-6,-5,1040,SE,56.81,11,0
17676,2012,1,7,11,83,-6,-5,1039,NE,1.79,12,0
17677,2012,1,7,12,132,-6,-5,1038,NE,3.58,13,0
17678,2012,1,7,13,175,-5,-5,1037,cv,0.89,14,0
17680,2012,1,7,15,172,-5,-4,1036,SE,3.58,16,0
17682,2012,1,7,17,176,-5,-4,1036,SE,6.26,18,0
17683,2012,1,7,18,175,-5,-4,1036,SE,7.15,0,0
17684,2012,1,7,19,172,-5,-4,1036,NE,1.79,0,0
17689,2012,1,8,0,171,-6,-4,1035,cv,2.23,0,0
17690,2012,1,8,1,184,-6,-5,1035,NW,0.89,0,0
17691,2012,1,8,2,191,-6,-5,1035,NE,0.89,0,0
17692,2012,1,8,3,169,-6,-5,1034,NW,3.13,0,0
17697,2012,1,8,8,109,-9,-7,1034,NW,15.65,0,0
17698,2012,1,8,9,111,-9,-7,1034,NE,1.79,0,0
17699,2012,1,8,10,124,-7,-3,1035,NW,1.79,0,0
17701,2012,1,8,12,151,-6,-1,1032,cv,0.89,0,0
17705,2012,1,8,16,144,-9,0,1031,cv,5.35,0,0
17706,2012,1,8,17,197,-8,-2,1031,cv,6.24,0,0
17707,2012,1,8,18,181,-9,-4,1031,SE,0.89,0,0
17709,2012,1,8,20,201,-10,-7,1032,cv,0.9,0,0
17710,2012,1,8,21,211,-8,-6,1032,cv,1.35,0,0
17711,2012,1,8,22,235,-10,-8,1032,cv,2.24,0,0
17712,2012,1,8,23,275,-10,-8,1032,NE,0.89,0,0
17714,2012,1,9,1,284,-10,-9,1033,NW,0.89,0,0
17716,2012,1,9,3,146,-11,-10,1033,NW,2.67,0,0
17717,2012,1,9,4,127,-12,-10,1033,NW,4.46,0,0
17718,2012,1,9,5,79,-12,-9,1032,NW,6.25,0,0
17719,2012,1,9,6,63,-14,-12,1032,NW,8.04,0,0
17721,2012,1,9,8,126,-14,-10,1032,NW,12.96,0,0
17722,2012,1,9,9,100,-10,-6,1033,NW,14.75,0,0
17723,2012,1,9,10,96,-11,-2,1033,NE,1.79,0,0
17724,2012,1,9,11,74,-11,-1,1032,cv,0.89,0,0
17725,2012,1,9,12,77,-13,1,1031,cv,1.78,0,0
17726,2012,1,9,13,85,-14,2,1030,cv,2.67,0,0
17728,2012,1,9,15,184,-11,2,1030,SE,4.92,0,0
17729,2012,1,9,16,177,-11,1,1030,SE,8.94,0,0
17730,2012,1,9,17,175,-11,0,1030,SE,12.96,0,0
17731,2012,1,9,18,149,-10,-3,1030,cv,0.89,0,0
17732,2012,1,9,19,180,-11,-6,1030,SE,1.79,0,0
17733,2012,1,9,20,267,-11,-6,1031,SE,3.58,0,0
17735,2012,1,9,22,350,-13,-9,1031,NE,1.79,0,0
17736,2012,1,9,23,335,-11,-7,1032,NE,2.68,0,0
17737,2012,1,10,0,366,-11,-7,1032,NE,3.57,0,0
17740,2012,1,10,3,433,-9,-8,1032,NE,1.79,0,0
17741,2012,1,10,4,524,-10,-9,1031,NE,3.58,0,0
17742,2012,1,10,5,534,-8,-8,1031,NE,4.47,0,0
17744,2012,1,10,7,513,-9,-9,1031,cv,1.78,0,0
17745,2012,1,10,8,491,-10,-9,1032,cv,2.67,0,0
17746,2012,1,10,9,502,-9,-8,1033,cv,3.56,0,0
17748,2012,1,10,11,494,-12,1,1032,NW,6.71,0,0
17752,2012,1,10,15,19,-16,3,1031,NW,37.56,0,0
17757,2012,1,10,20,12,-18,-2,1038,NW,79.58,0,0
17759,2012,1,10,22,10,-18,-5,1039,NW,89.41,0,0
17761,2012,1,11,0,17,-18,-5,1040,NE,7.15,0,0
17762,2012,1,11,1,14,-18,-7,1041,NE,10.28,0,0
17764,2012,1,11,3,13,-19,-10,1041,NW,3.13,0,0
17765,2012,1,11,4,14,-19,-11,1041,NE,3.13,0,0
17766,2012,1,11,5,24,-18,-10,1040,cv,0.89,0,0
17767,2012,1,11,6,25,-19,-10,1040,cv,1.34,0,0
17768,2012,1,11,7,32,-18,-12,1040,NW,1.79,0,0
17769,2012,1,11,8,29,-17,-7,1041,NW,3.58,0,0
17771,2012,1,11,10,31,-17,-4,1041,NW,8.5,0,0
17773,2012,1,11,12,47,-16,-2,1038,cv,2.68,0,0
17775,2012,1,11,14,47,-16,-1,1035,SE,8.04,0,0
17776,2012,1,11,15,46,-16,-1,1033,SE,12.96,0,0
17777,2012,1,11,16,65,-16,-2,1033,SE,17.88,0,0
17778,2012,1,11,17,71,-16,-2,1033,SE,21.9,0,0
17779,2012,1,11,18,68,-16,-3,1033,SE,25.03,0,0
17780,2012,1,11,19,71,-16,-4,1032,SE,28.16,0,0
17781,2012,1,11,20,93,-15,-4,1032,SE,31.29,0,0
17782,2012,1,11,21,120,-15,-4,1032,SE,34.42,0,0
17784,2012,1,11,23,123,-15,-8,1031,cv,0.89,0,0
17786,2012,1,12,1,147,-17,-12,1030,NE,1.79,0,0
17787,2012,1,12,2,156,-16,-12,1030,NE,2.68,0,0
17790,2012,1,12,5,148,-16,-12,1028,NW,1.78,0,0
17791,2012,1,12,6,137,-17,-13,1027,NW,3.57,0,0
17792,2012,1,12,7,146,-16,-11,1027,NW,4.46,0,0
17793,2012,1,12,8,130,-14,-9,1027,NW,6.25,0,0
17794,2012,1,12,9,123,-14,-7,1027,NW,9.38,0,0
17795,2012,1,12,10,126,-14,-4,1027,NW,13.4,0,0
17796,2012,1,12,11,130,-14,-2,1026,NW,15.19,0,0
17797,2012,1,12,12,136,-14,0,1025,NW,16.98,0,0
17798,2012,1,12,13,149,-15,3,1023,cv,1.79,0,0
17799,2012,1,12,14,196,-15,4,1023,SE,3.13,0,0
17801,2012,1,12,16,160,-15,4,1022,SE,8.05,0,0
17802,2012,1,12,17,160,-14,0,1023,cv,0.45,0,0
17804,2012,1,12,19,144,-13,-3,1025,cv,1.35,0,0
17807,2012,1,12,22,230,-14,-5,1027,NW,3.58,0,0
17808,2012,1,12,23,182,-14,-4,1028,NW,8.5,0,0
17812,2012,1,13,3,52,-15,-9,1028,NW,22.8,0,0
17814,2012,1,13,5,41,-14,-7,1028,NW,29.95,0,0
17818,2012,1,13,9,52,-13,-2,1030,NW,39.79,0,0
17819,2012,1,13,10,46,-14,0,1030,NW,43.81,0,0
17825,2012,1,13,16,66,-13,4,1026,SE,7.15,0,0
17827,2012,1,13,18,57,-14,3,1026,SE,13.41,0,0
17832,2012,1,13,23,101,-13,-7,1026,NW,1.79,0,0
17833,2012,1,14,0,137,-14,-8,1026,NW,3.58,0,0
17835,2012,1,14,2,130,-14,-9,1026,NW,8.5,0,0
17837,2012,1,14,4,125,-13,-6,1026,NW,4.92,0,0
17840,2012,1,14,7,42,-15,-9,1027,NW,3.58,0,0
17844,2012,1,14,11,,-16,2,1028,NE,14.75,0,0
17845,2012,1,14,12,,-16,4,1026,NE,17.88,0,0
17847,2012,1,14,14,,-16,5,1024,NE,3.13,0,0
17848,2012,1,14,15,,-17,5,1024,NE,4.92,0,0
17851,2012,1,14,18,,-15,-2,1025,SE,3.57,0,0
17853,2012,1,14,20,,-15,-4,1025,cv,1.78,0,0
17858,2012,1,15,1,,-14,-7,1025,NW,1.79,0,0
17860,2012,1,15,3,,-14,-7,1025,NW,5.81,0,0
17863,2012,1,15,6,,-15,-9,1025,cv,1.34,0,0
17865,2012,1,15,8,,-14,-7,1025,SE,0.89,0,0
17866,2012,1,15,9,,-10,-5,1025,NW,0.89,0,0
17869,2012,1,15,12,,-10,1,1023,NE,1.79,0,0
17870,2012,1,15,13,,-11,1,1022,cv,0.89,0,0
17871,2012,1,15,14,,-11,2,1022,cv,1.78,0,0
17872,2012,1,15,15,,-11,2,1021,cv,2.67,0,0
17875,2012,1,15,18,,-12,-3,1021,NW,3.13,0,0
17877,2012,1,15,20,,-12,-4,1022,NE,0.89,0,0
17878,2012,1,15,21,,-11,-5,1022,cv,0.45,0,0
17879,2012,1,15,22,,-12,-6,1022,NE,0.89,0,0
17882,2012,1,16,1,,-12,-8,1021,NW,0.89,0,0
17884,2012,1,16,3,,-12,-9,1021,NE,0.89,0,0
17885,2012,1,16,4,,-12,-9,1020,NW,1.79,0,0
17886,2012,1,16,5,,-12,-8,1020,NW,3.58,0,0
17888,2012,1,16,7,,-12,-8,1021,NW,8.5,0,0
17889,2012,1,16,8,,-10,-6,1021,NW,11.63,0,0
17891,2012,1,16,10,,-10,-4,1021,NW,15.21,0,0
17895,2012,1,16,14,,-9,-1,1019,cv,1.78,0,0
17896,2012,1,16,15,,-8,-1,1020,cv,2.23,0,0
17898,2012,1,16,17,,-7,-2,1020,SE,0.89,0,0
17900,2012,1,16,19,,-8,-4,1021,NE,2.68,0,0
17901,2012,1,16,20,,-7,-3,1021,cv,0.89,0,0
17904,2012,1,16,23,,-8,-3,1022,NW,1.79,0,0
17905,2012,1,17,0,,-8,-3,1022,NW,3.58,0,0
17908,2012,1,17,3,,-8,-3,1022,cv,0.89,0,0
17910,2012,1,17,5,,-8,-3,1022,NW,0.89,0,0
17912,2012,1,17,7,,-7,-2,1022,cv,0.89,0,0
17913,2012,1,17,8,,-7,-2,1023,NW,4.02,0,0
17918,2012,1,17,13,281,-7,1,1022,cv,0.89,0,0
17919,2012,1,17,14,301,-7,1,1021,cv,1.78,0,0
17920,2012,1,17,15,285,-7,1,1021,cv,2.67,0,0
17921,2012,1,17,16,304,-7,0,1021,SE,0.89,0,0
17927,2012,1,17,22,385,-4,-3,1025,cv,0.89,0,0
17928,2012,1,17,23,348,-4,-3,1025,cv,1.78,0,0
17934,2012,1,18,5,394,-4,-3,1025,NW,5.37,0,0
17936,2012,1,18,7,393,-7,-6,1026,NW,12.52,0,0
17937,2012,1,18,8,381,-7,-6,1026,NW,15.65,0,0
17938,2012,1,18,9,384,-7,-5,1027,NW,19.67,0,0
17939,2012,1,18,10,372,-8,-4,1027,NW,22.8,0,0
17941,2012,1,18,12,345,-8,-2,1025,cv,0.89,0,0
17942,2012,1,18,13,359,-8,-1,1024,cv,1.78,0,0
17943,2012,1,18,14,382,-9,0,1024,cv,2.67,0,0
17945,2012,1,18,16,440,-7,-1,1025,cv,4.45,0,0
17946,2012,1,18,17,436,-7,-2,1025,SE,0.89,0,0
17947,2012,1,18,18,450,-7,-3,1026,SE,1.78,0,0
17950,2012,1,18,21,450,-8,-4,1027,SE,4.45,0,0
17952,2012,1,18,23,446,-6,-3,1027,cv,1.78,0,0
17954,2012,1,19,1,460,-6,-3,1028,cv,3.56,0,0
17955,2012,1,19,2,503,-6,-3,1028,cv,4.45,0,0
17957,2012,1,19,4,486,-7,-3,1028,NW,1.78,0,0
17960,2012,1,19,7,351,-7,-3,1028,NW,8.49,0,0
17961,2012,1,19,8,348,-7,-3,1029,NW,11.62,0,0
17962,2012,1,19,9,390,-7,-2,1030,cv,0.89,0,0
17964,2012,1,19,11,380,-7,-1,1029,NW,4.92,0,0
17965,2012,1,19,12,373,-7,0,1028,cv,0.89,0,0
17967,2012,1,19,14,387,-6,1,1027,cv,2.67,0,0
17968,2012,1,19,15,378,-6,1,1027,SE,0.89,0,0
17969,2012,1,19,16,399,-6,0,1028,SE,1.78,0,0
17970,2012,1,19,17,414,-6,-1,1029,SE,2.67,0,0
17971,2012,1,19,18,419,-7,-4,1029,SE,3.56,0,0
17972,2012,1,19,19,436,-7,-4,1029,SE,4.45,0,0
17973,2012,1,19,20,436,-6,-4,1030,SE,5.34,0,0
17974,2012,1,19,21,459,-8,-6,1030,SE,6.23,0,0
17976,2012,1,19,23,522,-7,-5,1032,NW,4.92,0,0
17984,2012,1,20,7,17,-18,-3,1035,NE,32.64,0,0
17985,2012,1,20,8,15,-19,-3,1036,NE,38.45,0,0
17986,2012,1,20,9,24,-18,-4,1037,NE,42.47,0,0
17987,2012,1,20,10,22,-18,-3,1037,NE,47.39,0,0
17988,2012,1,20,11,21,-19,-2,1037,NE,53.2,0,0
17989,2012,1,20,12,20,-20,-2,1036,NE,60.35,0,0
17991,2012,1,20,14,21,-21,-3,1034,NE,71.08,0,0
17993,2012,1,20,16,13,-23,-3,1035,NE,84.04,0,0
17995,2012,1,20,18,22,-23,-4,1036,NE,94.77,0,0
17996,2012,1,20,19,16,-23,-5,1036,NE,99.69,0,0
17997,2012,1,20,20,22,-22,-5,1037,NE,105.5,0,0
17999,2012,1,20,22,21,-23,-6,1037,NE,118.46,0,0
18000,2012,1,20,23,18,-24,-7,1038,NE,125.61,0,0
18002,2012,1,21,1,10,-25,-9,1038,NE,138.57,0,0
18003,2012,1,21,2,10,-25,-10,1039,NE,145.72,0,0
18009,2012,1,21,8,12,-27,-11,1039,NE,180.58,0,0
18011,2012,1,21,10,21,-26,-8,1039,NW,4.92,0,0
18012,2012,1,21,11,17,-26,-7,1039,NW,8.94,0,0
18014,2012,1,21,13,20,-26,-4,1036,NW,16.98,0,0
18017,2012,1,21,16,13,-26,-6,1035,NE,8.05,0,0
18020,2012,1,21,19,14,-26,-10,1036,NW,1.79,0,0
18021,2012,1,21,20,22,-25,-7,1036,NW,5.81,0,0
18022,2012,1,21,21,28,-25,-8,1036,NW,9.83,0,0
18023,2012,1,21,22,20,-24,-8,1037,NE,4.02,0,0
18025,2012,1,22,0,21,-25,-11,1037,NE,8.94,0,0
18027,2012,1,22,2,19,-25,-13,1038,NW,8.94,0,0
18028,2012,1,22,3,14,-25,-12,1038,NW,13.86,0,0
18030,2012,1,22,5,15,-26,-12,1037,NE,8.05,0,0
18031,2012,1,22,6,16,-26,-12,1037,NE,12.07,0,0
18038,2012,1,22,13,20,-24,-4,1034,NW,8.94,0,0
18040,2012,1,22,15,23,-26,-3,1031,NW,22.8,0,0
18044,2012,1,22,19,68,-24,-10,1032,NW,1.79,0,0
18045,2012,1,22,20,108,-24,-11,1032,NW,4.92,0,0
18046,2012,1,22,21,193,-24,-10,1032,cv,0.89,0,0
18048,2012,1,22,23,161,-23,-11,1033,cv,0.89,0,0
18049,2012,1,23,0,225,-24,-11,1032,NW,3.13,0,0
18051,2012,1,23,2,972,-24,-12,1032,NW,8.05,0,0
18053,2012,1,23,4,296,-25,-15,1031,cv,0.89,0,0
18054,2012,1,23,5,284,-23,-15,1031,NW,1.79,0,0
18055,2012,1,23,6,285,-24,-16,1030,NW,3.58,0,0
18057,2012,1,23,8,141,-23,-17,1030,NW,1.79,0,0
18058,2012,1,23,9,66,-20,-8,1030,cv,0.89,0,0
18059,2012,1,23,10,33,-22,-6,1030,cv,1.78,0,0
18060,2012,1,23,11,36,-24,-3,1029,NW,8.05,0,0
18062,2012,1,23,13,27,-24,-2,1027,NW,23.25,0,0
18064,2012,1,23,15,32,-23,-1,1026,NW,37.55,0,0
18065,2012,1,23,16,24,-23,-1,1025,NW,44.7,0,0
18066,2012,1,23,17,13,-23,-2,1026,NW,49.62,0,0
18068,2012,1,23,19,88,-23,-6,1027,NW,55.88,0,0
18072,2012,1,23,23,97,-21,-8,1028,cv,0.89,0,0
18073,2012,1,24,0,79,-22,-7,1028,NW,1.79,0,0
18074,2012,1,24,1,14,-22,-9,1028,NW,3.58,0,0
18078,2012,1,24,5,6,-22,-7,1028,NW,23.25,0,0
18079,2012,1,24,6,8,-22,-7,1029,NW,29.06,0,0
18080,2012,1,24,7,11,-22,-8,1029,NW,33.08,0,0
18081,2012,1,24,8,9,-21,-7,1029,NW,37.1,0,0
18082,2012,1,24,9,7,-22,-5,1030,NW,41.12,0,0
18086,2012,1,24,13,13,-23,-2,1027,NW,59.44,0,0
18088,2012,1,24,15,16,-23,-1,1026,NW,73.74,0,0
18089,2012,1,24,16,15,-23,0,1025,NW,78.66,0,0
18090,2012,1,24,17,12,-25,-6,1026,NE,1.79,0,0
18091,2012,1,24,18,9,-25,-6,1026,NW,1.79,0,0
18092,2012,1,24,19,18,-25,-8,1027,NW,4.92,0,0
18094,2012,1,24,21,37,-22,-9,1027,cv,1.78,0,0
18095,2012,1,24,22,85,-22,-9,1027,cv,2.67,0,0
18096,2012,1,24,23,73,-21,-11,1027,cv,3.12,0,0
18098,2012,1,25,1,45,-22,-11,1026,NW,2.68,0,0
18099,2012,1,25,2,61,-23,-12,1026,NW,3.57,0,0
18101,2012,1,25,4,50,-22,-13,1025,NW,1.79,0,0
18102,2012,1,25,5,37,-22,-14,1024,NW,3.58,0,0
18103,2012,1,25,6,42,-23,-16,1024,NW,6.71,0,0
18104,2012,1,25,7,43,-21,-15,1024,cv,0.89,0,0
18105,2012,1,25,8,48,-21,-15,1025,cv,1.78,0,0
18106,2012,1,25,9,44,-20,-8,1024,cv,2.67,0,0
18110,2012,1,25,13,47,-21,0,1021,SE,3.13,0,0
18114,2012,1,25,17,39,-21,1,1020,NW,26.82,0,0
18118,2012,1,25,21,127,-17,-1,1022,SE,15.19,0,0
18119,2012,1,25,22,122,-19,-8,1022,NW,3.13,0,0
18124,2012,1,26,3,151,-19,-11,1022,NW,1.79,0,0
18125,2012,1,26,4,113,-19,-12,1021,NW,3.58,0,0
18127,2012,1,26,6,80,-19,-14,1022,NW,7.16,0,0
18129,2012,1,26,8,62,-17,-10,1023,NW,3.13,0,0
18130,2012,1,26,9,47,-17,-8,1023,cv,0.89,0,0
18131,2012,1,26,10,55,-17,-3,1023,cv,1.78,0,0
18132,2012,1,26,11,70,-19,1,1021,cv,2.67,0,0
18135,2012,1,26,14,67,-18,3,1018,SE,3.58,0,0
18137,2012,1,26,16,84,-19,3,1018,SE,9.39,0,0
18139,2012,1,26,18,115,-17,-2,1019,cv,0.45,0,0
18140,2012,1,26,19,111,-16,-5,1020,cv,1.34,0,0
18141,2012,1,26,20,125,-16,-5,1020,cv,2.23,0,0
18143,2012,1,26,22,227,-16,-7,1021,NW,3.13,0,0
18145,2012,1,27,0,113,-17,-3,1023,NE,4.92,0,0
18146,2012,1,27,1,51,-18,-2,1023,NE,10.73,0,0
18147,2012,1,27,2,25,-19,-4,1024,NE,12.52,0,0
18149,2012,1,27,4,40,-20,-9,1024,NE,0.89,0,0
18151,2012,1,27,6,162,-16,-10,1026,cv,1.78,0,0
18153,2012,1,27,8,8,-21,-5,1028,NE,4.02,0,0
18154,2012,1,27,9,21,-21,-4,1029,NE,8.94,0,0
18157,2012,1,27,12,24,-20,0,1029,cv,3.57,0,0
18160,2012,1,27,15,76,-18,0,1026,SE,6.26,0,0
18162,2012,1,27,17,75,-17,-2,1026,SE,11.18,0,0
18163,2012,1,27,18,93,-16,-2,1027,SE,12.07,0,0
18165,2012,1,27,20,128,-15,-6,1028,SE,16.09,0,0
18167,2012,1,27,22,124,-11,-6,1029,SE,22.35,0,0
18168,2012,1,27,23,122,-10,-6,1029,SE,26.37,0,0
18169,2012,1,28,0,74,-11,-8,1030,cv,0.89,0,0
18170,2012,1,28,1,51,-11,-7,1030,cv,1.78,0,0
18174,2012,1,28,5,67,-11,-6,1030,cv,0.45,1,0
18175,2012,1,28,6,69,-11,-6,1030,NW,0.89,2,0
18176,2012,1,28,7,63,-11,-6,1030,NW,1.78,0,0
18179,2012,1,28,10,75,-10,-4,1031,cv,0.89,0,0
18180,2012,1,28,11,79,-10,-3,1030,cv,1.78,0,0
18181,2012,1,28,12,82,-9,-3,1030,SE,1.79,0,0
18182,2012,1,28,13,79,-9,-2,1029,cv,0.89,0,0
18183,2012,1,28,14,76,-9,-2,1029,cv,1.78,0,0
18185,2012,1,28,16,91,-9,-2,1029,cv,3.12,0,0
18186,2012,1,28,17,88,-9,-3,1029,cv,4.01,0,0
18187,2012,1,28,18,96,-9,-4,1030,cv,4.9,0,0
18188,2012,1,28,19,103,-10,-6,1031,cv,5.79,0,0
18190,2012,1,28,21,132,-11,-7,1032,cv,7.13,0,0
18191,2012,1,28,22,159,-12,-10,1033,NE,0.89,0,0
18194,2012,1,29,1,165,-16,-7,1033,NE,8.49,0,0
18197,2012,1,29,4,25,-20,-7,1034,NE,3.13,0,0
18200,2012,1,29,7,14,-21,-9,1035,NE,14.3,0,0
18201,2012,1,29,8,13,-20,-8,1036,NW,3.13,0,0
18202,2012,1,29,9,12,-20,-6,1036,NE,3.13,0,0
18203,2012,1,29,10,23,-20,-4,1036,NE,6.26,0,0
18204,2012,1,29,11,19,-21,-2,1036,NE,8.05,0,0
18205,2012,1,29,12,18,-21,-1,1034,cv,0.89,0,0
18206,2012,1,29,13,20,-21,-1,1033,NW,1.79,0,0
18207,2012,1,29,14,20,-21,0,1032,NW,3.58,0,0
18208,2012,1,29,15,31,-23,0,1032,cv,1.79,0,0
18212,2012,1,29,19,49,-17,-6,1033,SE,3.57,0,0
18213,2012,1,29,20,47,-18,-5,1034,SE,5.36,0,0
18215,2012,1,29,22,76,-16,-4,1034,SE,11.62,0,0
18216,2012,1,29,23,87,-15,-5,1035,SE,15.64,0,0
18217,2012,1,30,0,91,-15,-8,1035,SE,17.43,0,0
18219,2012,1,30,2,77,-13,-8,1035,SE,22.35,0,0
18220,2012,1,30,3,109,-13,-8,1034,SE,24.14,0,0
18227,2012,1,30,10,112,-11,-7,1033,SE,1.79,6,0
18231,2012,1,30,14,129,-7,-5,1028,cv,0.89,10,0
18232,2012,1,30,15,134,-8,-4,1028,cv,1.78,0,0
18234,2012,1,30,17,138,-9,-5,1027,cv,3.56,0,0
18235,2012,1,30,18,155,-10,-7,1027,NE,0.89,0,0
18236,2012,1,30,19,157,-9,-7,1027,NE,1.78,0,0
18237,2012,1,30,20,147,-9,-7,1027,NE,2.67,0,0
18240,2012,1,30,23,142,-8,-5,1025,NE,7.14,0,0
18241,2012,1,31,0,132,-8,-5,1024,cv,0.45,0,0
18243,2012,1,31,2,150,-8,-5,1024,NW,4.92,0,0
18244,2012,1,31,3,150,-8,-5,1023,NW,8.05,0,0
18245,2012,1,31,4,143,-9,-7,1022,NW,9.84,0,0
18249,2012,1,31,8,147,-10,-5,1023,NE,4.02,0,0
18251,2012,1,31,10,135,-17,-3,1024,NE,14.75,0,0
18253,2012,1,31,12,14,-21,-2,1024,NE,27.71,0,0
18254,2012,1,31,13,19,-23,-1,1023,NE,32.63,0,0
18256,2012,1,31,15,23,-25,-2,1024,NE,43.36,0,0
18257,2012,1,31,16,18,-27,-2,1025,NE,47.38,0,0
18258,2012,1,31,17,17,-26,-3,1026,NE,52.3,0,0
